video,numFrame,seconds,fps,rfps,subset,featureFrame
v_1nXLVjfupto,6869,229.37,29.9,29.89057,training,6856
v_gjkK_eSIs2g,6080,202.80,30.0,29.90138,training,6064
v_ZW46Rcuhqac,1004,33.58,29.9,29.54139,training,992
v_wUsmKmxxHYQ,5294,176.73,30.0,29.87608,training,5280
v_Y1j_e1DXW6I,1182,39.61,29.8,29.48750,training,1168
v_Lv6ypQZWIEg,2123,118.05,18.0,17.89072,training,2112
v_uBhuULfs3Hc,3603,144.27,25.0,24.89776,training,3592
v_0K1SrDmREzs,1574,52.62,29.9,29.64652,training,1560
v_BFICeyu5oMM,1546,103.19,15.0,14.88516,training,1536
v_4VVIFV6XmKo,1376,114.85,12.0,11.84153,training,1360
v_yslzj3NGuLU,6987,232.99,30.0,29.94120,training,6976
v_RhsCYNiAaV8,5158,206.52,25.0,24.90800,training,5144
v_skSPijG9sgU,6590,220.03,30.0,29.88683,training,6576
v_ZuHwSBCjfds,6836,228.25,29.9,29.89704,training,6824
v_cRDXBF2RcYI,763,30.65,24.9,24.53507,training,752
v_MWdPh6J-YXM,5137,171.50,30.0,29.90087,training,5128
v_jwYgWG2fqOA,4229,169.30,25.0,24.90254,training,4216
v_YaIuavIbk6A,4279,171.32,25.0,24.88910,training,4264
v_SXwCedd4MKg,5206,173.82,30.0,29.86998,training,5192
v_gF0ymMmpS_M,3301,137.74,24.0,23.87106,training,3288
v_vcl8rFSCH4w,2111,70.47,30.0,29.74315,training,2096
v_mU3ujj4Z7lE,1688,56.43,29.9,29.62963,training,1672
v_woRQ2JxcVHA,704,29.49,23.9,23.32994,training,688
v_YAhMxt-3ciU,2558,102.42,25.0,24.83890,training,2544
v_CvVqbdk6owc,2112,70.52,29.9,29.72206,training,2096
v_lxNV7FI-LQQ,3653,146.26,25.0,24.88719,training,3640
v_sJUUm0n4cXA,6029,201.06,30.0,29.92142,training,6016
v_yNyv7Ykn5oo,12667,211.36,59.9,59.87888,training,12656
v_dkG9YRNJllQ,1017,34.02,29.9,29.62963,training,1008
v_Xg_MSiPhJns,2795,93.39,29.9,29.81047,training,2784
v_iCkDtX_mTII,1016,33.99,29.9,29.42042,training,1000
v_QYU2srH753Q,5360,178.93,30.0,29.86643,training,5344
v_W1Cp1UyY8S8,5601,186.99,30.0,29.90534,training,5592
v_2WwWzzO6rZQ,2699,90.19,29.9,29.80375,training,2688
v_iDz8nKDpumY,3361,112.18,30.0,29.88055,training,3352
v_dPdeb0SgIw8,5755,192.12,30.0,29.89798,training,5744
v_I6VBFfeBqF0,5048,168.48,30.0,29.86705,training,5032
v_5xgBlI9Xx0I,1950,65.18,29.9,29.70236,training,1936
v_Z3DhUZhoRDA,3318,110.83,29.9,29.81142,training,3304
v_7OZHg_OOfxw,5241,175.01,29.9,29.89543,training,5232
v_v1hQ0vf66QY,6351,212.04,30.0,29.88115,training,6336
v_hyW_cjYi8P4,5675,189.45,30.0,29.89707,training,5664
v_vXOT_VXWOqo,5181,207.40,25.0,24.91803,training,5168
v_uWWo9qZh3cU,3213,107.32,29.9,29.81737,training,3200
v_4CRacVTadPQ,2544,101.87,25.0,24.81594,training,2528
v_K9kVsnTQh-g,3056,102.12,29.9,29.76890,training,3040
v_NnLjEbG31ZE,1391,46.51,29.9,29.58504,training,1376
v_tIAdhrfT70I,2303,153.65,15.0,14.89099,training,2288
v_uxRBnIWE79s,1527,63.79,23.9,23.70277,training,1512
v_7bUu05RIksU,4978,199.23,25.0,24.93600,training,4968
v_CUJJViubZ9c,4407,147.24,29.9,29.82885,training,4392
v_w2fsq9BOoZo,4486,149.86,29.9,29.84119,training,4472
v_QLsdBUBpz_8,871,29.19,29.8,29.32511,training,856
v_6_NquDQUFm0,2914,97.32,29.9,29.83970,training,2904
v_qq1wRySmDTc,2423,97.06,25.0,24.80940,training,2408
v_L9dtiopWGe4,1925,77.14,25.0,24.78610,training,1912
v_TIue1jR51j8,7131,238.03,30.0,29.91220,training,7120
v_K0XdsHfUpco,4446,148.28,30.0,29.88940,training,4432
v___mIAEE03bE,12422,207.33,59.9,59.84662,training,12408
v_OeIQ0P0FCCg,6815,227.49,30.0,29.89142,training,6800
v_5DBzvN5Qe_0,6298,210.28,30.0,29.90299,training,6288
v_M9og58TMAm0,3558,142.48,25.0,24.87367,training,3544
v_e_y8_3siD0c,471,15.79,29.8,28.87904,training,456
v__yWADgOFxP0,5954,238.38,25.0,24.93498,training,5944
v_ysbUc6WS12k,1787,59.68,29.9,29.75871,training,1776
v_H8MY7XGrN6Q,664,53.27,12.5,12.16445,training,648
v_DgVo1IAVrDM,4472,149.16,30.0,29.87396,training,4456
v_q3-S2tg4ULw,5120,170.92,30.0,29.86192,training,5104
v_-0i3BpAQAgE,1908,64.83,29.4,29.24572,training,1896
v_uDNLf3ty9ao,5228,174.48,30.0,29.89454,training,5216
v_8xS6cDOq5do,3769,125.74,30.0,29.90297,training,3760
v_3S_aifr5rG4,3721,148.98,25.0,24.91610,training,3712
v_GTOP7XXi_vI,13066,218.06,59.9,59.87343,training,13056
v_6d7oOG3dS-Y,1504,60.30,24.9,24.67662,training,1488
v_tPZYyaX63yE,938,31.42,29.9,29.53533,training,928
v_AHXcJCpvkAQ,2433,81.34,29.9,29.80084,training,2424
v__9v34KLET0g,5781,192.98,30.0,29.88911,training,5768
v_BfsCKU69hHs,811,27.21,29.8,29.40096,training,800
v_o8wdvkauJQQ,1370,45.81,29.9,29.68784,training,1360
v__Y4czVoIxvE,4532,189.13,24.0,23.89891,training,4520
v_Xd_xJnlUHm0,5542,185.02,30.0,29.87785,training,5528
v_RNrxxPOyHo4,299,20.25,14.8,14.22222,training,288
v_bF55ewgaJLA,6036,201.29,30.0,29.92697,training,6024
v_NQ51aXtD6Q0,2904,96.99,29.9,29.77627,training,2888
v_ivivR6ZdgRM,1490,49.78,29.9,29.73082,training,1480
v_yqFdxxWgvh8,2757,92.14,29.9,29.78077,training,2744
v_uc1RbyLfuSs,221,7.76,28.5,26.80412,training,208
v_3VkqckKyshc,1663,66.71,24.9,24.70394,training,1648
v_3SL_Au0H0cw,3000,120.09,25.0,24.84803,training,2984
v_uxsZFuXKs3A,380,12.93,29.4,28.46094,training,368
v_t2zLJ5mKTT8,2041,85.31,23.9,23.81901,training,2032
v_-ux1hQSR1AM,1605,53.64,29.9,29.67934,training,1592
v_GyOLWizKXaE,3691,123.25,29.9,29.85801,training,3680
v_uqd8A4iJ6Bo,3416,114.08,29.9,29.80365,training,3400
v_aUbSDHBZNEQ,535,35.85,14.9,14.50488,training,520
v_x-WGuz3_2Fc,2607,87.12,29.9,29.75207,training,2592
v_lXTcGMN9I8g,889,29.75,29.9,29.57983,training,880
v_FpxVS1Xpl1U,5923,237.05,25.0,24.93989,training,5912
v_Vq7Mm98I5Qs,6866,229.18,30.0,29.91535,training,6856
v_X7f-hwiYZ1Q,5030,167.77,30.0,29.89807,training,5016
v_G0g7vEwI0z8,2647,106.05,25.0,24.81848,training,2632
v___c8enCfzqw,4141,172.80,24.0,23.88889,training,4128
v_1dM62Xpm9Ns,5606,187.15,30.0,29.87978,training,5592
v_1opIvQF0m_M,3478,116.15,29.9,29.82350,training,3464
v_ybhc3-s7aYo,585,19.62,29.8,29.35780,training,576
v_dgbGv3G4k5M,3589,119.77,30.0,29.85723,training,3576
v_vrWcBuRPDBw,3973,132.77,29.9,29.82601,training,3960
v_RK8VF2pL72I,1022,34.16,29.9,29.50820,training,1008
v_6I1aP4O04R8,7058,235.43,30.0,29.93671,training,7048
v_ivjnwAR91Sk,7172,119.72,59.9,59.80621,training,7160
v_TADJh_DZOfE,1919,64.13,29.9,29.68969,training,1904
v_ZoKode_Gexg,1429,47.81,29.9,29.61723,training,1416
v_MERZe5qdfWc,3836,128.08,30.0,29.85634,training,3824
v_K-kJ-0nkKZk,3119,130.15,24.0,23.84940,training,3104
v_htKhaMfxxrM,5638,188.25,29.9,29.87517,training,5624
v_Va3NsrY1DJ8,2137,85.61,25.0,24.85691,training,2128
v_Ej_a4iCd45I,10481,174.94,59.9,59.86052,training,10472
v_ouqYXdtEuCI,3000,100.15,30.0,29.79531,training,2984
v_GXEuuWhEMCY,5452,181.84,30.0,29.91641,training,5440
v_6cha8sVi65k,4827,161.01,30.0,29.91119,training,4816
v_I3WRp3QB8eg,3711,123.93,29.9,29.82329,training,3696
v_WlYhEPyLcBc,2659,90.00,29.5,29.42222,training,2648
v_DACWnbWrd18,2221,74.14,30.0,29.78149,training,2208
v_P17kaxPrbdc,4095,136.77,29.9,29.83110,training,4080
v_EuIBTFqVOt8,5528,230.44,24.0,23.91946,training,5512
v_6_uxd3nj2d0,5634,189.94,29.7,29.60935,training,5624
v_1aCwFDS0j2A,2266,75.74,29.9,29.78611,training,2256
v__Af_9cK5x4E,6958,232.29,30.0,29.89367,training,6944
v_5Jo_AWt9fB0,1622,65.04,24.9,24.72325,training,1608
v_ru7UAr2488M,4887,203.76,24.0,23.91048,training,4872
v_vMdSEzQkRTg,118,8.08,14.6,12.87129,training,104
v_3am00ii0n-o,6390,213.09,30.0,29.92163,training,6376
v_03KTIy44yTo,961,96.43,10.0,9.87245,training,952
v_n0Az4cLruf4,4448,148.51,30.0,29.84311,training,4432
v_XKvzx2cD9KY,4383,146.43,29.9,29.82995,training,4368
v_1Y1pKGFm-pQ,981,32.81,29.9,29.50320,training,968
v_j_Xr8nLEjLQ,4253,141.99,30.0,29.86126,training,4240
v_gyCXP8w8GRA,3053,122.21,25.0,24.87521,training,3040
v_yNHc-xADBm8,2490,83.13,30.0,29.83279,training,2480
v_cJiwi-wB1FY,2382,79.53,30.0,29.77493,training,2368
v_wqZzLAPmr9k,4421,184.53,24.0,23.88771,training,4408
v__jT57LdAHUs,6242,208.17,30.0,29.93707,training,6232
v_ULPw4uZcx5I,2429,81.13,29.9,29.77937,training,2416
v_iWj81FBROQQ,5552,222.22,25.0,24.91225,training,5536
v_UNPQdg_tWh4,3959,132.10,30.0,29.85617,training,3944
v__JE5T2RKZvo,3539,118.21,29.9,29.84519,training,3528
v_OFn-c_XvIhU,2685,89.72,29.9,29.78154,training,2672
v_p9yq0kAqGU4,4240,141.43,30.0,29.86636,training,4224
v_Kb8SPjD121k,1723,58.05,29.7,29.49182,training,1712
v_rmMCA60HqZ0,3079,128.52,24.0,23.84065,training,3064
v_UIH5arBo3-Y,3654,122.00,30.0,29.83607,training,3640
v__kdhjXHUfes,2846,113.99,25.0,24.84428,training,2832
v_gHk4mjlJ5cg,6317,210.88,30.0,29.89378,training,6304
v_mBsIWxXJPY0,5232,209.38,25.0,24.91164,training,5216
v_oXPgInpuHDA,2474,82.55,30.0,29.84858,training,2464
v_Ds-LrRrLj9c,2861,95.46,30.0,29.83449,training,2848
v_zlOErVVHKEk,5555,185.51,29.9,29.88518,training,5544
v_l9LHfuoU8js,2673,107.09,25.0,24.87627,training,2664
v_nd5l829R8mw,389,13.07,29.8,28.76817,training,376
v_cfhc7tf8vU4,3791,151.74,25.0,24.88467,training,3776
v_EAp9xQx2o6k,1633,68.15,24.0,23.82979,training,1624
v_ShozMaLUS20,419,14.07,29.8,28.99787,training,408
v_Tc8L-74Ilck,6990,233.34,30.0,29.89629,training,6976
v_63lmoqLxB8c,7025,237.03,29.6,29.59963,training,7016
v_jhuRtkqUSSI,1159,38.75,29.9,29.52258,training,1144
v_-_Ud3LXSjdE,1978,66.60,29.7,29.54955,training,1968
v_h49mHiWjXBA,5466,218.73,25.0,24.94399,training,5456
v_l866oFamRY4,539,18.11,29.8,29.15516,training,528
v_weB3srg6o4c,3837,128.13,29.9,29.84469,training,3824
v_GZsplhHXQy0,272,11.03,24.7,23.20943,training,256
v_XCwPsQwzfiA,5279,176.26,30.0,29.86497,training,5264
v_JFA1iR09BUA,6960,232.34,30.0,29.88723,training,6944
v_Cw5NDI8NnZU,1673,67.01,25.0,24.83211,training,1664
v_CEQqdt0vV0o,5258,219.45,24.0,23.91433,training,5248
v_dAjhBWalWRM,959,32.09,29.9,29.41726,training,944
v_Pd9qzQ2MOE8,3709,123.86,29.9,29.84014,training,3696
v_Qp_zbvHLwLk,1054,70.40,15.0,14.77273,training,1040
v_tokwDYW6rS0,3859,128.76,30.0,29.88506,training,3848
v_cyJAifECfH0,524,17.60,29.8,29.09091,training,512
v_vJyJG6Lvy9Q,5388,179.77,30.0,29.90488,training,5376
v_tzsgg_o6xHo,2939,98.20,29.9,29.81670,training,2928
v_GiHxeCLGNy8,886,37.06,23.9,23.52941,training,872
v_KgGQ6dHKl8U,723,24.24,29.8,29.37294,training,712
v_FSfxYKauc9w,3536,117.98,30.0,29.83557,training,3520
v_lC12SCZ_-1o,3077,102.77,29.9,29.81415,training,3064
v_0Bd8Js6Pf6E,2040,68.15,29.9,29.69919,training,2024
v_A_SU2jjfMJk,690,62.97,11.0,10.79879,training,680
v_U7OZcgwLRcc,5984,199.60,30.0,29.89980,training,5968
v_gMV5Mso7758,4244,177.15,24.0,23.88936,training,4232
v__n0cR3Oshxg,6542,218.45,29.9,29.88327,training,6528
v_nXVNITiaaTQ,3492,116.49,30.0,29.87381,training,3480
v_s84BStnbfK8,5070,169.09,30.0,29.90124,training,5056
v_bdC2YPVHGZM,4224,141.04,29.9,29.83551,training,4208
v_ImXRDdhcCgs,6412,213.83,30.0,29.93032,training,6400
v_DbZ0ns9s2X0,4341,181.02,24.0,23.90896,training,4328
v_CIPSw35iF3k,5952,205.45,29.0,28.89267,training,5936
v_pYb8jzB5vs0,5830,194.65,30.0,29.87927,training,5816
v_xGpaEqbVgBI,1204,80.39,15.0,14.82771,training,1192
v_MCnvxOLnbsg,1283,53.61,23.9,23.72692,training,1272
v_ekgfptN7tQk,3824,159.59,24.0,23.86114,training,3808
v_ksyr3tHc0Vs,1155,38.69,29.9,29.56836,training,1144
v_Z9pWpZK4k2M,3519,228.44,15.4,15.33882,training,3504
v_GVmGXTEm46s,2309,77.46,29.8,29.64111,training,2296
v_UF2v4emX7rc,2072,69.24,29.9,29.69382,training,2056
v_Tix8XrlBZxg,10006,200.25,50.0,49.89763,training,9992
v_cByxAZfw_hM,1271,51.06,24.9,24.59851,training,1256
v_FRag7CCTP4k,1865,62.35,29.9,29.76744,training,1856
v_SnFWB9NLFjY,6493,216.78,30.0,29.89206,training,6480
v_09G6PvM5q9Y,4875,203.22,24.0,23.93465,training,4864
v_hzU9--vcDMY,3730,124.55,29.9,29.86752,training,3720
v_7Xl0K-revJc,4085,136.44,29.9,29.84462,training,4072
v_0-kEI13BtcY,4739,158.24,29.9,29.87867,training,4728
v_14X-i7vqXWU,6329,211.14,30.0,29.93275,training,6320
v_n5RVQbgz1Rs,6422,214.41,30.0,29.88667,training,6408
v_lQq_JPRFEMw,5146,171.80,30.0,29.89523,training,5136
v_E4yf1mz4ij0,2679,89.49,29.9,29.76869,training,2664
v_ztogHoQpE4A,1586,52.94,30.0,29.76955,training,1576
v_nypn_gYS8Ik,1828,61.12,29.9,29.71204,training,1816
v_9wH6BIpe9X4,2305,92.30,25.0,24.87541,training,2296
v_FPbPkjLAEzs,1970,78.90,25.0,24.84157,training,1960
v_XxM72xEvsjE,2511,83.92,29.9,29.74261,training,2496
v_XQ0_P0LpCFM,4954,165.23,30.0,29.92193,training,4944
v_V50vtrHboIE,5488,219.57,25.0,24.92144,training,5472
v_s-kFpQRPcyE,3919,163.56,24.0,23.86892,training,3904
v_674t-jyyKeg,522,17.53,29.8,29.20707,training,512
v_aEAmMKa8iuM,2027,40.61,49.9,49.64295,training,2016
v_U_ZW0tTvf0k,1285,85.80,15.0,14.82517,training,1272
v_im-nQ-KEzaQ,3231,129.38,25.0,24.85701,training,3216
v_0-igBOtXYeE,4623,154.34,30.0,29.85616,training,4608
v_sJK-NjgOB6g,2436,97.55,25.0,24.84880,training,2424
v_rq-Xyoo5Rs0,3911,130.64,29.9,29.82241,training,3896
v_TrRsujPlt5w,1899,63.41,29.9,29.77448,training,1888
v_ktYgm8bRK-g,3627,151.42,24.0,23.88060,training,3616
v_0_BvBpwDMpU,1426,57.17,24.9,24.76824,training,1416
v_ZzarNWOJnro,1897,79.25,23.9,23.82334,training,1888
v_E1-eVfnNfXI,1487,49.69,29.9,29.62367,training,1472
v_abWGVKYPffM,253,22.04,11.5,10.88929,training,240
v_x2DTmwZa8yE,479,16.07,29.8,28.87368,training,464
v_ol4ScGsyhbI,5554,222.31,25.0,24.93815,training,5544
v_BD4i-g3U5Kw,5437,181.60,29.9,29.86784,training,5424
v_00Dk03Jr70M,3805,152.35,25.0,24.89006,training,3792
v_r1dvt537JQU,5357,178.66,30.0,29.91156,training,5344
v_iYH0Ol3xIZU,2091,141.25,14.8,14.72566,training,2080
v_nSuPseBeQI0,718,30.04,23.9,23.43542,training,704
v_shLUZZS9oYc,1561,52.41,29.8,29.61267,training,1552
v_ul9kg5QdvJo,1819,72.98,24.9,24.77391,training,1808
v_9fh_ray_B80,1679,56.17,29.9,29.62435,training,1664
v_Qm-XTJ-uG5s,2108,70.36,30.0,29.78965,training,2096
v_gNFrILoB8LY,491,16.46,29.8,29.16160,training,480
v_Kwhp0DNop9I,5854,195.47,29.9,29.87671,training,5840
v_qHU7T2LBToI,5891,235.78,25.0,24.93850,training,5880
v_iXaW8uyzBNs,5750,191.84,30.0,29.89992,training,5736
v_DDwBAbeGejE,4295,143.43,29.9,29.84034,training,4280
v_2n6MvpNewpI,2309,77.09,30.0,29.78337,training,2296
v_MNSDK-vCwTM,2522,84.15,30.0,29.85146,training,2512
v_g5-CU3qfSWY,2114,70.71,29.9,29.75534,training,2104
v_GqCS5MNl6a4,2920,194.79,15.0,14.90836,training,2904
v_wdsZn1Yu_5M,3570,119.21,29.9,29.86327,training,3560
v_c3SJUucMqJQ,4388,183.11,24.0,23.89820,training,4376
v_dsVvnFkGAn0,1983,82.80,23.9,23.76812,training,1968
v_mfq5Y7S3BWs,3035,101.36,29.9,29.83425,training,3024
v_FFCmoQp_xVA,2037,68.11,29.9,29.71663,training,2024
v_xE9anOqq2XQ,3834,153.51,25.0,24.91043,training,3824
v_nxs4o4S43oY,5165,172.43,30.0,29.87879,training,5152
v_BNa85xIhNqA,3265,109.04,29.9,29.86060,training,3256
v_fevlUD03yCM,2612,87.35,29.9,29.76531,training,2600
v_zdaD55zVNdQ,1553,51.85,30.0,29.77821,training,1544
v_9n_cwQLpo_c,1537,61.63,24.9,24.79312,training,1528
v__4oBeoCuU7M,3726,124.76,29.9,29.75313,training,3712
v_3NFWgG4_6NI,5696,190.15,30.0,29.87115,training,5680
v_P_sjOVZiv6A,1715,57.28,29.9,29.74860,training,1704
v_5WJL9eJ8YDw,2074,83.20,24.9,24.80769,training,2064
v_gdr6iVHHYcU,3237,134.98,24.0,23.88502,training,3224
v_hkpYSfc5Ewc,1426,47.65,29.9,29.71668,training,1416
v_HVU5EmblAP8,2609,174.36,15.0,14.91168,training,2600
v_Ls8ha6c0ye8,5361,214.58,25.0,24.94175,training,5352
v_7Sfl-Fmr_3E,1778,71.22,25.0,24.82449,training,1768
v_0Qed9-9yp9Q,5236,209.63,25.0,24.92010,training,5224
v_szdKUpvx9Sk,5016,167.30,30.0,29.88643,training,5000
v_ZYrQ-TSPQfU,4406,147.01,30.0,29.87552,training,4392
v_L0K-WJuI1-I,4088,136.49,30.0,29.83369,training,4072
v_AY2usHrPYL0,6785,226.49,30.0,29.91744,training,6776
v_SIKxtWHWybU,271,9.13,29.7,28.03943,training,256
v_UYFDYX4i2EY,3634,121.37,29.9,29.85911,training,3624
v_36lphp9tnMk,4536,151.35,30.0,29.86455,training,4520
v_XNzQVEmoJrY,2448,81.78,29.9,29.73832,training,2432
v_l8boztVhl7w,6901,230.37,30.0,29.89973,training,6888
v_gY-TqRhcWY8,1019,34.09,29.9,29.56879,training,1008
v_okC18bPTils,2693,89.98,29.9,29.78440,training,2680
v_UYcpD3r6Ol0,6993,233.43,30.0,29.91903,training,6984
v_deuSw3RnNLU,6350,211.79,30.0,29.91643,training,6336
v_ADy-2Y0jmXQ,6987,233.62,29.9,29.86046,training,6976
v_E3h0UHRsSQk,2818,112.85,25.0,24.88259,training,2808
v_WRXSn7DyaoI,4236,141.43,30.0,29.86636,training,4224
v_P7lUYSLtErY,4524,150.93,30.0,29.89465,training,4512
v_9wukG78Z0u8,2567,85.84,29.9,29.72973,training,2552
v_memk6ryZCjE,5475,182.81,29.9,29.88896,training,5464
v_xMImWgn3owc,2850,95.09,30.0,29.86644,training,2840
v_vUuC72xikqw,6434,214.60,30.0,29.93476,training,6424
v_avGe67wRvxA,1024,42.82,23.9,23.54040,training,1008
v_mzxp9dHn0Rs,6594,220.10,30.0,29.91368,training,6584
v_XKpx9fyNINg,5838,194.89,30.0,29.88352,training,5824
v_ahVeDMNS9ws,6241,208.12,30.0,29.94426,training,6232
v_7DY1vm9RiIk,4929,197.28,25.0,24.93917,training,4920
v_3sAcnQxBchE,2022,67.52,29.9,29.73934,training,2008
v_f2W1Mt04CIM,1760,58.75,30.0,29.68511,training,1744
v_Bi3vlu17qp8,842,28.45,29.6,29.24429,training,832
v_blCvgADz8LY,1661,55.54,29.9,29.67231,training,1648
v_AXyRIyXqnzI,3252,130.22,25.0,24.88097,training,3240
v_dyLGepr7VR0,4282,178.70,24.0,23.90599,training,4272
v_VFvHqc5Bg-0,10439,174.29,59.9,59.80837,training,10424
v_yqBRp0txs-c,1432,59.81,23.9,23.67497,training,1416
v_Y-1QkIGm81w,1703,56.87,29.9,29.68173,training,1688
v_0xxl3iG3VKY,1164,46.86,24.8,24.58387,training,1152
v_8_RfK2rp2To,2819,94.18,29.9,29.81525,training,2808
v_zGwcX0S4DVA,3093,51.69,59.8,59.58599,training,3080
v_Y76wuHBZgdU,1136,47.48,23.9,23.58888,training,1120
v_enESbo2pA9U,3723,124.32,29.9,29.85843,training,3712
v_q4jeW0iSA9Y,2463,82.27,29.9,29.75568,training,2448
v_oQ_PwsBgozM,4859,162.26,29.9,29.87797,training,4848
v_21krmbuT21s,1739,58.06,30.0,29.76231,training,1728
v__AaSNARQPfE,6019,200.74,30.0,29.92926,training,6008
v_x_BIktHkEc4,2081,69.48,30.0,29.82153,training,2072
v_ta4QlTBHTTw,2180,91.02,24.0,23.81894,training,2168
v_fVBXRUWEyoA,6583,219.82,29.9,29.87899,training,6568
v_LW8UDBQ1yJc,5541,184.95,30.0,29.88916,training,5528
v_QFz-keqof9g,1092,43.91,24.9,24.59576,training,1080
v_hJKX5ZulTgI,2286,76.32,30.0,29.76939,training,2272
v_Q8EoKJNm4mc,1948,65.09,29.9,29.74343,training,1936
v_-h3NbdE8N9M,5373,179.40,29.9,29.87737,training,5360
v_XP5Oqr1giQ4,3660,146.54,25.0,24.89423,training,3648
v_KlJqjBqpnjw,2820,112.90,25.0,24.87157,training,2808
v_Q_kqplOxytU,2146,85.98,25.0,24.84299,training,2136
v_pibXLs9IOX8,5145,214.69,24.0,23.92287,training,5136
v_vQ8NJRCSyb4,5575,185.97,30.0,29.89730,training,5560
v_Jmip8PuILhM,1080,36.15,29.9,29.43292,training,1064
v_iGuOr5KwLQ0,3487,116.33,30.0,29.84613,training,3472
v_8VYre-lXqIo,5141,177.38,29.0,28.90969,training,5128
v_deLpSUF1wio,217,14.65,14.8,14.19795,training,208
v_ObU5as8-u-s,980,32.79,29.9,29.52120,training,968
v_L2MfC4jcRo0,2301,38.45,59.8,59.50585,training,2288
v__wl0vFvb8Bc,4799,160.24,29.9,29.85522,training,4784
v_6GGQUpJR5qs,3991,133.12,30.0,29.86779,training,3976
v_UzCeMCr0lM8,1462,58.58,25.0,24.71833,training,1448
v_ZN9kbYULUtw,2925,97.73,29.9,29.79638,training,2912
v_qlbuekEsXL4,807,27.03,29.9,29.30078,training,792
v_Uk_VxavVjP0,1574,63.07,25.0,24.73442,training,1560
v_C4QrTmNDADY,7061,235.68,30.0,29.90496,training,7048
v_B6W_0AvgGTY,692,23.20,29.8,29.31034,training,680
v_iZg4cUU6Hkc,3059,102.08,30.0,29.85893,training,3048
v_8miqQQJEsO0,3252,135.77,24.0,23.86389,training,3240
v_dQyZheN0Fw0,4467,149.14,30.0,29.87797,training,4456
v_Ba3uRADSg50,4376,145.96,30.0,29.87120,training,4360
v_bV4xdc71azY,6353,211.88,30.0,29.94148,training,6344
v_7WfF6FrZEuU,1082,36.20,29.9,29.61326,training,1072
v_wJV-kQRmaGc,599,24.10,24.9,24.23237,training,584
v_43gst-Mw43s,1881,75.37,25.0,24.83747,training,1872
v_8CAvjawFn3w,2691,89.88,29.9,29.81753,training,2680
v_oqX-n2KHWAM,5324,213.09,25.0,24.92843,training,5312
v_G_kJ-Af89ew,3975,165.88,24.0,23.87268,training,3960
v_uGVkH6PjXLs,965,32.30,29.9,29.47368,training,952
v_VcyO9tZ3NkY,3712,124.02,29.9,29.80164,training,3696
v_Nkcc9kLDQz8,4837,161.50,30.0,29.86997,training,4824
v_hrcSCXaNhmY,1226,40.96,29.9,29.68750,training,1216
v_uXPm6SMQH1M,1071,35.83,29.9,29.47251,training,1056
v_pIv2jZdHP0k,13448,448.40,30.0,29.95540,training,13432
v_IucYlH_gAic,1599,64.06,25.0,24.72682,training,1584
v_36JC5C6I4sg,5627,187.69,30.0,29.92168,training,5616
v_gIzsM5cv7XM,5451,181.79,30.0,29.92464,training,5440
v_dHzX9NqyBZw,381,12.80,29.8,28.75000,training,368
v_8LiO75NtXNw,5601,224.14,25.0,24.94869,training,5592
v_kGLMybXl5Kk,3464,115.68,29.9,29.80636,training,3448
v_Tvzd_WIvBU4,1040,68.04,15.3,15.04997,training,1024
v__6fbXk6y8X0,2852,95.27,29.9,29.81001,training,2840
v_SHT08nPhIb4,1344,44.93,29.9,29.55709,training,1328
v_L6BxxvCbwpQ,1239,41.42,29.9,29.55094,training,1224
v_l5qCvYE1-tA,818,27.40,29.9,29.48905,training,808
v_P79nFNUaysw,1842,73.82,25.0,24.81712,training,1832
v_JRg3W4xKvJI,5448,181.70,30.0,29.89543,training,5432
v_KuyaO3brwBc,4523,181.07,25.0,24.91854,training,4512
v_QkX8GFbwN7c,978,32.69,29.9,29.61150,training,968
v_7MWFfqhKgIY,992,33.16,29.9,29.43305,training,976
v_-4WdzYpCJPU,6098,203.36,30.0,29.93706,training,6088
v_4uitkT3dDIM,3926,131.10,29.9,29.83982,training,3912
v_6kUeZVukTEI,3125,125.18,25.0,24.86020,training,3112
v_0PbmXOVIwGc,2053,120.84,17.0,16.88183,training,2040
v_Ai6RYjJ97Zg,6241,208.33,30.0,29.91408,training,6232
v_7VWp-Dfvqkg,2794,186.39,15.0,14.93642,training,2784
v_p4Bm_NB_QoI,5552,185.34,30.0,29.86943,training,5536
v_mhPpeG3LrUk,2707,90.40,29.9,29.82301,training,2696
v_7t666Y8cLGk,868,34.99,24.8,24.46413,training,856
v_FyxltEKCfZ0,2048,68.43,29.9,29.69458,training,2032
v_WhOsURGm0Kg,404,16.30,24.8,24.04908,training,392
v_X1E7i3ocxKY,5126,213.72,24.0,23.91915,training,5112
v_aVHmi3Kjr_Q,1678,56.17,29.9,29.62435,training,1664
v_tJSF2GAp9TU,2017,80.85,24.9,24.83612,training,2008
v_mEjU4uJZccw,2079,69.45,29.9,29.71922,training,2064
v_zGT6EplIOHY,4111,164.54,25.0,24.89364,training,4096
v_QHd9bJOuvIU,2582,86.24,29.9,29.77737,training,2568
v_gmFioIDX4X0,1670,111.53,15.0,14.84802,training,1656
v_goXkohySkU8,799,26.75,29.9,29.30841,training,784
v_TQ22icNBoSI,1659,66.48,25.0,24.78941,training,1648
v_l9jSJaV0DA0,5924,197.60,30.0,29.91903,training,5912
v_KKEyKFmatq0,3392,135.88,25.0,24.84545,training,3376
v_BrnUW2LSJDI,1023,42.77,23.9,23.56792,training,1008
